"","term","loan_status","Date","home_ownership"
"4327"," 36 months","Fully Paid","9/1/2011","RENT"
"4328"," 60 months","Charged Off","9/1/2011","OWN"
"4329"," 60 months","Charged Off","9/1/2011","RENT"
"4330"," 36 months","Fully Paid","9/1/2011","RENT"
"4331"," 36 months","Fully Paid","9/1/2011","RENT"
"4332"," 36 months","Fully Paid","9/1/2011","RENT"
"4333"," 36 months","Fully Paid","9/1/2011","OWN"
"4334"," 36 months","Fully Paid","9/1/2011","RENT"
"4335"," 36 months","Fully Paid","9/1/2011","RENT"
"4336"," 36 months","Fully Paid","9/1/2011","RENT"
"4337"," 36 months","Fully Paid","9/1/2011","RENT"
"4338"," 36 months","Charged Off","9/1/2011","RENT"
"4339"," 36 months","Fully Paid","9/1/2011","RENT"
"4340"," 36 months","Fully Paid","9/1/2011","RENT"
"4341"," 36 months","Fully Paid","9/1/2011","RENT"
"4342"," 36 months","Fully Paid","9/1/2011","RENT"
"4343"," 36 months","Fully Paid","9/1/2011","RENT"
"4344"," 36 months","Fully Paid","9/1/2011","RENT"
"4345"," 36 months","Fully Paid","9/1/2011","OWN"
"4346"," 36 months","Charged Off","9/1/2011","RENT"
"4347"," 36 months","Fully Paid","9/1/2011","RENT"
"4348"," 36 months","Charged Off","9/1/2011","RENT"
"4349"," 36 months","Fully Paid","9/1/2011","RENT"
"4350"," 36 months","Fully Paid","9/1/2011","RENT"
"4351"," 60 months","Fully Paid","9/1/2011","RENT"
"4352"," 36 months","Fully Paid","9/1/2011","RENT"
"4353"," 36 months","Charged Off","9/1/2011","RENT"
"4354"," 36 months","Fully Paid","9/1/2011","RENT"
"4355"," 36 months","Fully Paid","9/1/2011","OWN"
"4356"," 36 months","Fully Paid","9/1/2011","RENT"
"4357"," 60 months","Fully Paid","9/1/2011","RENT"
"4358"," 36 months","Fully Paid","9/1/2011","RENT"
"4359"," 60 months","Fully Paid","9/1/2011","RENT"
"4360"," 60 months","Fully Paid","9/1/2011","RENT"
"4361"," 36 months","Fully Paid","9/1/2011","RENT"
"4362"," 36 months","Fully Paid","9/1/2011","RENT"
"4363"," 36 months","Fully Paid","9/1/2011","RENT"
"4364"," 36 months","Charged Off","9/1/2011","RENT"
"4365"," 36 months","Fully Paid","9/1/2011","OWN"
"4366"," 36 months","Charged Off","9/1/2011","RENT"
"4367"," 36 months","Fully Paid","9/1/2011","RENT"
"4368"," 36 months","Fully Paid","9/1/2011","RENT"
"4369"," 36 months","Fully Paid","9/1/2011","RENT"
"4370"," 36 months","Fully Paid","9/1/2011","RENT"
"4371"," 36 months","Fully Paid","9/1/2011","RENT"
"4372"," 36 months","Fully Paid","9/1/2011","RENT"
"4373"," 60 months","Fully Paid","9/1/2011","RENT"
"4374"," 36 months","Fully Paid","9/1/2011","RENT"
"4375"," 36 months","Fully Paid","9/1/2011","RENT"
"4376"," 36 months","Fully Paid","9/1/2011","OWN"
"4377"," 36 months","Fully Paid","9/1/2011","RENT"
"4378"," 36 months","Fully Paid","9/1/2011","OWN"
"4379"," 60 months","Fully Paid","9/1/2011","RENT"
"4380"," 60 months","Charged Off","9/1/2011","OWN"
"4381"," 60 months","Charged Off","9/1/2011","RENT"
"4382"," 36 months","Fully Paid","9/1/2011","RENT"
"4383"," 36 months","Fully Paid","9/1/2011","RENT"
"4384"," 36 months","Fully Paid","9/1/2011","OWN"
"4385"," 60 months","Fully Paid","9/1/2011","RENT"
"4386"," 36 months","Fully Paid","9/1/2011","RENT"
"4387"," 36 months","Fully Paid","9/1/2011","RENT"
"4388"," 36 months","Charged Off","9/1/2011","RENT"
"4389"," 36 months","Fully Paid","9/1/2011","RENT"
"4390"," 36 months","Fully Paid","9/1/2011","OWN"
"4391"," 36 months","Fully Paid","9/1/2011","RENT"
"4392"," 36 months","Charged Off","9/1/2011","RENT"
"4393"," 36 months","Fully Paid","9/1/2011","RENT"
"4394"," 60 months","Fully Paid","9/1/2011","RENT"
"4395"," 36 months","Fully Paid","9/1/2011","RENT"
"4396"," 36 months","Fully Paid","9/1/2011","RENT"
"4397"," 36 months","Fully Paid","9/1/2011","OWN"
"4398"," 36 months","Fully Paid","9/1/2011","RENT"
"4399"," 36 months","Fully Paid","9/1/2011","RENT"
"4400"," 36 months","Fully Paid","9/1/2011","RENT"
"4401"," 60 months","Current","9/1/2011","RENT"
"4402"," 36 months","Fully Paid","9/1/2011","RENT"
"4403"," 36 months","Fully Paid","9/1/2011","OWN"
"4404"," 60 months","Charged Off","9/1/2011","OWN"
"4405"," 36 months","Charged Off","9/1/2011","RENT"
"4406"," 60 months","Fully Paid","9/1/2011","RENT"
"4407"," 60 months","Fully Paid","9/1/2011","RENT"
"4408"," 36 months","Fully Paid","9/1/2011","RENT"
"4409"," 36 months","Fully Paid","9/1/2011","OWN"
"4410"," 60 months","Charged Off","9/1/2011","RENT"
"4411"," 36 months","Fully Paid","9/1/2011","RENT"
"4412"," 36 months","Charged Off","9/1/2011","RENT"
"4413"," 36 months","Fully Paid","9/1/2011","RENT"
"4414"," 60 months","Current","9/1/2011","RENT"
"4415"," 36 months","Fully Paid","9/1/2011","OWN"
"4416"," 36 months","Fully Paid","9/1/2011","RENT"
"4417"," 36 months","Charged Off","9/1/2011","OWN"
"4418"," 36 months","Fully Paid","9/1/2011","RENT"
"4419"," 36 months","Fully Paid","9/1/2011","RENT"
"4420"," 60 months","Fully Paid","9/1/2011","RENT"
"4421"," 36 months","Fully Paid","9/1/2011","RENT"
"4422"," 36 months","Fully Paid","9/1/2011","RENT"
"4423"," 36 months","Fully Paid","9/1/2011","RENT"
"4424"," 60 months","Fully Paid","9/1/2011","RENT"
"4425"," 60 months","Fully Paid","9/1/2011","RENT"
"4426"," 36 months","Fully Paid","9/1/2011","RENT"
"4427"," 36 months","Fully Paid","9/1/2011","RENT"
"4428"," 36 months","Fully Paid","9/1/2011","RENT"
"4429"," 36 months","Charged Off","9/1/2011","OWN"
"4430"," 36 months","Fully Paid","9/1/2011","RENT"
"4431"," 36 months","Fully Paid","9/1/2011","RENT"
"4432"," 36 months","Fully Paid","9/1/2011","OWN"
"4433"," 36 months","Fully Paid","9/1/2011","RENT"
"4434"," 36 months","Fully Paid","9/1/2011","OWN"
"4435"," 60 months","Charged Off","9/1/2011","RENT"
"4436"," 36 months","Charged Off","9/1/2011","RENT"
"4437"," 60 months","Fully Paid","9/1/2011","OWN"
"4438"," 36 months","Fully Paid","9/1/2011","OWN"
"4439"," 36 months","Fully Paid","9/1/2011","RENT"
"4440"," 36 months","Fully Paid","9/1/2011","OWN"
"4441"," 60 months","Charged Off","9/1/2011","RENT"
"4442"," 60 months","Charged Off","9/1/2011","RENT"
"4443"," 60 months","Fully Paid","9/1/2011","RENT"
"4444"," 36 months","Fully Paid","9/1/2011","RENT"
"4445"," 60 months","Current","9/1/2011","RENT"
"4446"," 60 months","Charged Off","9/1/2011","RENT"
"4447"," 36 months","Fully Paid","9/1/2011","RENT"
"4448"," 36 months","Fully Paid","9/1/2011","RENT"
"4449"," 36 months","Fully Paid","9/1/2011","RENT"
"4450"," 36 months","Fully Paid","9/1/2011","OWN"
"4451"," 36 months","Charged Off","9/1/2011","RENT"
"4452"," 60 months","Fully Paid","9/1/2011","RENT"
"4453"," 36 months","Fully Paid","9/1/2011","RENT"
"4454"," 36 months","Fully Paid","9/1/2011","RENT"
"4455"," 36 months","Fully Paid","9/1/2011","RENT"
"4456"," 60 months","Charged Off","9/1/2011","RENT"
"4457"," 36 months","Fully Paid","9/1/2011","RENT"
"4458"," 36 months","Fully Paid","9/1/2011","RENT"
"4459"," 36 months","Fully Paid","9/1/2011","RENT"
"4460"," 36 months","Fully Paid","9/1/2011","RENT"
"4461"," 36 months","Fully Paid","9/1/2011","RENT"
"4462"," 36 months","Charged Off","9/1/2011","RENT"
"4463"," 36 months","Fully Paid","9/1/2011","RENT"
"4464"," 60 months","Fully Paid","9/1/2011","OWN"
"4465"," 60 months","Fully Paid","9/1/2011","RENT"
"4466"," 36 months","Fully Paid","9/1/2011","RENT"
"4467"," 36 months","Fully Paid","9/1/2011","RENT"
"4468"," 60 months","Fully Paid","9/1/2011","RENT"
"4469"," 60 months","Charged Off","9/1/2011","OWN"
"4470"," 36 months","Fully Paid","9/1/2011","RENT"
"4471"," 60 months","Current","9/1/2011","RENT"
"4472"," 36 months","Fully Paid","9/1/2011","OWN"
"4473"," 60 months","Current","9/1/2011","OWN"
"4474"," 60 months","Charged Off","9/1/2011","RENT"
"4475"," 60 months","Fully Paid","9/1/2011","RENT"
"4476"," 36 months","Fully Paid","9/1/2011","RENT"
"4477"," 60 months","Fully Paid","9/1/2011","RENT"
"4478"," 60 months","Charged Off","9/1/2011","RENT"
"4479"," 60 months","Fully Paid","9/1/2011","RENT"
"4480"," 36 months","Fully Paid","9/1/2011","RENT"
"4481"," 36 months","Fully Paid","9/1/2011","OWN"
"4482"," 36 months","Charged Off","9/1/2011","RENT"
"4483"," 36 months","Fully Paid","9/1/2011","RENT"
"4484"," 36 months","Fully Paid","9/1/2011","RENT"
"4485"," 36 months","Fully Paid","9/1/2011","RENT"
"4486"," 36 months","Charged Off","9/1/2011","OWN"
"4487"," 36 months","Fully Paid","9/1/2011","RENT"
"4488"," 36 months","Fully Paid","9/1/2011","RENT"
"4489"," 36 months","Fully Paid","9/1/2011","RENT"
"4490"," 36 months","Fully Paid","9/1/2011","RENT"
"4491"," 36 months","Charged Off","9/1/2011","RENT"
"4492"," 36 months","Charged Off","9/1/2011","RENT"
"4493"," 36 months","Fully Paid","9/1/2011","OWN"
"4494"," 36 months","Fully Paid","9/1/2011","RENT"
"4495"," 60 months","Fully Paid","9/1/2011","RENT"
"4496"," 36 months","Fully Paid","9/1/2011","RENT"
"4497"," 36 months","Fully Paid","9/1/2011","RENT"
"4498"," 60 months","Fully Paid","9/1/2011","OWN"
"4499"," 36 months","Fully Paid","9/1/2011","RENT"
"4500"," 36 months","Fully Paid","9/1/2011","RENT"
"4501"," 36 months","Fully Paid","9/1/2011","RENT"
"4502"," 36 months","Fully Paid","9/1/2011","RENT"
"4503"," 36 months","Fully Paid","9/1/2011","RENT"
"4504"," 36 months","Fully Paid","9/1/2011","RENT"
"4505"," 60 months","Fully Paid","9/1/2011","OWN"
"4506"," 36 months","Fully Paid","9/1/2011","OWN"
"4507"," 60 months","Current","9/1/2011","RENT"
"4508"," 60 months","Fully Paid","9/1/2011","OWN"
"4509"," 36 months","Fully Paid","9/1/2011","RENT"
"4510"," 36 months","Fully Paid","9/1/2011","RENT"
"4511"," 60 months","Charged Off","9/1/2011","RENT"
"4512"," 60 months","Fully Paid","9/1/2011","RENT"
"4513"," 60 months","Charged Off","9/1/2011","OWN"
"4514"," 36 months","Charged Off","9/1/2011","OWN"
"4515"," 36 months","Fully Paid","9/1/2011","RENT"
"4516"," 60 months","Charged Off","9/1/2011","RENT"
"4517"," 36 months","Fully Paid","9/1/2011","RENT"
"4518"," 36 months","Fully Paid","9/1/2011","OWN"
"4519"," 60 months","Fully Paid","9/1/2011","RENT"
"4520"," 60 months","Charged Off","9/1/2011","RENT"
"4521"," 36 months","Fully Paid","9/1/2011","RENT"
"4522"," 60 months","Charged Off","9/1/2011","RENT"
"4523"," 60 months","Current","9/1/2011","RENT"
"4524"," 36 months","Fully Paid","9/1/2011","RENT"
"4525"," 36 months","Fully Paid","9/1/2011","OWN"
"4526"," 60 months","Current","9/1/2011","RENT"
"4527"," 36 months","Fully Paid","9/1/2011","RENT"
"4528"," 36 months","Charged Off","8/1/2011","RENT"
"4529"," 36 months","Fully Paid","9/1/2011","RENT"
"4530"," 60 months","Fully Paid","9/1/2011","RENT"
"4531"," 36 months","Charged Off","9/1/2011","RENT"
"4532"," 60 months","Fully Paid","9/1/2011","RENT"
"4533"," 36 months","Fully Paid","9/1/2011","RENT"
"4534"," 36 months","Fully Paid","9/1/2011","RENT"
"4535"," 36 months","Fully Paid","9/1/2011","OWN"
"4536"," 36 months","Fully Paid","9/1/2011","RENT"
"4537"," 60 months","Charged Off","9/1/2011","RENT"
"4538"," 36 months","Charged Off","9/1/2011","RENT"
"4539"," 36 months","Fully Paid","9/1/2011","RENT"
"4540"," 60 months","Charged Off","9/1/2011","RENT"
"4541"," 36 months","Fully Paid","9/1/2011","RENT"
"4542"," 36 months","Fully Paid","9/1/2011","RENT"
"4543"," 60 months","Current","9/1/2011","RENT"
"4544"," 36 months","Fully Paid","9/1/2011","OWN"
"4545"," 36 months","Charged Off","9/1/2011","RENT"
"4546"," 36 months","Fully Paid","9/1/2011","RENT"
"4547"," 60 months","Charged Off","9/1/2011","RENT"
"4548"," 60 months","Current","9/1/2011","RENT"
"4549"," 36 months","Fully Paid","9/1/2011","RENT"
"4550"," 36 months","Fully Paid","9/1/2011","OWN"
"4551"," 36 months","Fully Paid","9/1/2011","RENT"
"4552"," 36 months","Fully Paid","9/1/2011","RENT"
"4553"," 36 months","Fully Paid","9/1/2011","OWN"
"4554"," 60 months","Current","9/1/2011","RENT"
"4555"," 36 months","Fully Paid","9/1/2011","RENT"
"4556"," 36 months","Fully Paid","9/1/2011","RENT"
"4557"," 60 months","Charged Off","9/1/2011","RENT"
"4558"," 36 months","Fully Paid","8/1/2011","OWN"
"4559"," 36 months","Fully Paid","9/1/2011","OWN"
"4560"," 60 months","Fully Paid","9/1/2011","RENT"
"4561"," 36 months","Fully Paid","9/1/2011","RENT"
"4562"," 36 months","Fully Paid","9/1/2011","RENT"
"4563"," 36 months","Fully Paid","9/1/2011","RENT"
"4564"," 36 months","Fully Paid","9/1/2011","RENT"
"4565"," 36 months","Fully Paid","9/1/2011","RENT"
"4566"," 36 months","Fully Paid","9/1/2011","RENT"
"4567"," 36 months","Fully Paid","9/1/2011","RENT"
"4568"," 60 months","Fully Paid","9/1/2011","RENT"
"4569"," 36 months","Fully Paid","9/1/2011","RENT"
"4570"," 36 months","Fully Paid","9/1/2011","RENT"
"4571"," 60 months","Charged Off","9/1/2011","RENT"
"4572"," 36 months","Charged Off","9/1/2011","RENT"
"4573"," 36 months","Fully Paid","9/1/2011","RENT"
"4574"," 36 months","Fully Paid","9/1/2011","RENT"
"4575"," 60 months","Current","9/1/2011","RENT"
"4576"," 36 months","Fully Paid","8/1/2011","RENT"
"4577"," 60 months","Fully Paid","9/1/2011","RENT"
"4578"," 36 months","Fully Paid","9/1/2011","RENT"
"4579"," 60 months","Current","9/1/2011","RENT"
"4580"," 36 months","Fully Paid","9/1/2011","RENT"
"4581"," 36 months","Fully Paid","9/1/2011","RENT"
"4582"," 36 months","Charged Off","8/1/2011","RENT"
"4583"," 36 months","Fully Paid","8/1/2011","RENT"
"4584"," 36 months","Fully Paid","8/1/2011","RENT"
"4585"," 36 months","Fully Paid","9/1/2011","RENT"
"4586"," 36 months","Fully Paid","9/1/2011","RENT"
"4587"," 60 months","Fully Paid","8/1/2011","RENT"
"4588"," 36 months","Fully Paid","8/1/2011","OWN"
"4589"," 36 months","Fully Paid","8/1/2011","OWN"
"4590"," 60 months","Fully Paid","9/1/2011","RENT"
"4591"," 36 months","Fully Paid","8/1/2011","RENT"
"4592"," 36 months","Fully Paid","9/1/2011","OWN"
"4593"," 60 months","Charged Off","9/1/2011","RENT"
"4594"," 36 months","Fully Paid","9/1/2011","RENT"
"4595"," 36 months","Fully Paid","9/1/2011","RENT"
"4596"," 60 months","Fully Paid","9/1/2011","RENT"
"4597"," 60 months","Current","9/1/2011","RENT"
"4598"," 36 months","Fully Paid","9/1/2011","OWN"
"4599"," 60 months","Charged Off","9/1/2011","RENT"
"4600"," 36 months","Charged Off","9/1/2011","RENT"
"4601"," 36 months","Fully Paid","9/1/2011","RENT"
"4602"," 36 months","Fully Paid","9/1/2011","RENT"
"4603"," 36 months","Fully Paid","8/1/2011","RENT"
"4604"," 60 months","Current","9/1/2011","OWN"
"4605"," 36 months","Fully Paid","9/1/2011","OWN"
"4606"," 36 months","Charged Off","8/1/2011","RENT"
"4607"," 36 months","Fully Paid","9/1/2011","RENT"
"4608"," 36 months","Charged Off","8/1/2011","RENT"
"4609"," 60 months","Charged Off","9/1/2011","RENT"
"4610"," 36 months","Fully Paid","9/1/2011","RENT"
"4611"," 36 months","Fully Paid","9/1/2011","RENT"
"4612"," 60 months","Current","9/1/2011","RENT"
"4613"," 36 months","Charged Off","8/1/2011","OWN"
"4614"," 36 months","Fully Paid","8/1/2011","RENT"
"4615"," 60 months","Fully Paid","9/1/2011","RENT"
"4616"," 36 months","Charged Off","9/1/2011","OWN"
"4617"," 36 months","Charged Off","8/1/2011","RENT"
"4618"," 36 months","Fully Paid","8/1/2011","RENT"
"4619"," 36 months","Fully Paid","9/1/2011","RENT"
"4620"," 36 months","Charged Off","9/1/2011","RENT"
"4621"," 60 months","Charged Off","9/1/2011","RENT"
"4622"," 36 months","Fully Paid","9/1/2011","RENT"
"4623"," 60 months","Fully Paid","9/1/2011","OWN"
"4624"," 36 months","Fully Paid","9/1/2011","RENT"
"4625"," 36 months","Fully Paid","9/1/2011","RENT"
"4626"," 36 months","Fully Paid","8/1/2011","RENT"
"4627"," 36 months","Charged Off","8/1/2011","RENT"
"4628"," 36 months","Fully Paid","9/1/2011","RENT"
"4629"," 36 months","Charged Off","9/1/2011","RENT"
"4630"," 60 months","Fully Paid","9/1/2011","RENT"
"4631"," 36 months","Fully Paid","8/1/2011","RENT"
"4632"," 60 months","Charged Off","9/1/2011","RENT"
"4633"," 60 months","Fully Paid","9/1/2011","RENT"
"4634"," 36 months","Charged Off","8/1/2011","RENT"
"4635"," 36 months","Fully Paid","9/1/2011","RENT"
"4636"," 60 months","Current","9/1/2011","OWN"
"4637"," 36 months","Fully Paid","8/1/2011","RENT"
"4638"," 60 months","Fully Paid","9/1/2011","RENT"
"4639"," 60 months","Fully Paid","9/1/2011","OWN"
"4640"," 60 months","Fully Paid","9/1/2011","OWN"
"4641"," 36 months","Fully Paid","9/1/2011","OWN"
"4642"," 36 months","Fully Paid","9/1/2011","RENT"
"4643"," 36 months","Fully Paid","8/1/2011","OWN"
"4644"," 36 months","Fully Paid","9/1/2011","RENT"
"4645"," 36 months","Fully Paid","8/1/2011","OWN"
"4646"," 60 months","Charged Off","9/1/2011","RENT"
"4647"," 60 months","Fully Paid","9/1/2011","OWN"
"4648"," 36 months","Fully Paid","8/1/2011","OWN"
"4649"," 60 months","Charged Off","8/1/2011","RENT"
"4650"," 36 months","Fully Paid","9/1/2011","OWN"
"4651"," 36 months","Fully Paid","8/1/2011","RENT"
"4652"," 60 months","Charged Off","9/1/2011","RENT"
"4653"," 36 months","Fully Paid","8/1/2011","OWN"
"4654"," 36 months","Charged Off","8/1/2011","RENT"
"4655"," 60 months","Fully Paid","8/1/2011","RENT"
"4656"," 36 months","Fully Paid","9/1/2011","OWN"
"4657"," 60 months","Fully Paid","9/1/2011","OWN"
"4658"," 36 months","Fully Paid","9/1/2011","RENT"
"4659"," 36 months","Fully Paid","9/1/2011","OWN"
"4660"," 36 months","Fully Paid","9/1/2011","RENT"
"4661"," 36 months","Fully Paid","8/1/2011","RENT"
"4662"," 36 months","Fully Paid","8/1/2011","RENT"
"4663"," 36 months","Fully Paid","9/1/2011","OWN"
"4664"," 36 months","Fully Paid","9/1/2011","RENT"
"4665"," 36 months","Fully Paid","9/1/2011","RENT"
"4666"," 36 months","Fully Paid","9/1/2011","RENT"
"4667"," 60 months","Fully Paid","9/1/2011","RENT"
"4668"," 36 months","Fully Paid","8/1/2011","RENT"
"4669"," 36 months","Fully Paid","8/1/2011","RENT"
"4670"," 36 months","Fully Paid","8/1/2011","RENT"
"4671"," 36 months","Fully Paid","8/1/2011","RENT"
"4672"," 36 months","Fully Paid","8/1/2011","RENT"
"4673"," 60 months","Fully Paid","9/1/2011","RENT"
"4674"," 36 months","Fully Paid","8/1/2011","RENT"
"4675"," 36 months","Fully Paid","8/1/2011","OWN"
"4676"," 36 months","Fully Paid","9/1/2011","RENT"
"4677"," 36 months","Fully Paid","8/1/2011","RENT"
"4678"," 36 months","Charged Off","9/1/2011","RENT"
"4679"," 60 months","Fully Paid","8/1/2011","RENT"
"4680"," 36 months","Fully Paid","8/1/2011","RENT"
"4681"," 36 months","Charged Off","9/1/2011","RENT"
"4682"," 60 months","Current","8/1/2011","RENT"
"4683"," 36 months","Fully Paid","8/1/2011","RENT"
"4684"," 60 months","Fully Paid","8/1/2011","RENT"
"4685"," 36 months","Fully Paid","8/1/2011","RENT"
"4686"," 60 months","Current","9/1/2011","RENT"
"4687"," 36 months","Fully Paid","8/1/2011","RENT"
"4688"," 36 months","Fully Paid","8/1/2011","RENT"
"4689"," 60 months","Fully Paid","8/1/2011","RENT"
"4690"," 60 months","Current","9/1/2011","RENT"
"4691"," 60 months","Charged Off","9/1/2011","RENT"
"4692"," 36 months","Fully Paid","8/1/2011","RENT"
"4693"," 60 months","Current","9/1/2011","OWN"
"4694"," 36 months","Charged Off","8/1/2011","RENT"
"4695"," 36 months","Fully Paid","8/1/2011","OWN"
"4696"," 60 months","Fully Paid","9/1/2011","RENT"
"4697"," 60 months","Charged Off","9/1/2011","OWN"
"4698"," 36 months","Charged Off","8/1/2011","RENT"
"4699"," 36 months","Fully Paid","8/1/2011","OWN"
"4700"," 36 months","Fully Paid","8/1/2011","OWN"
"4701"," 36 months","Fully Paid","8/1/2011","OWN"
"4702"," 36 months","Fully Paid","8/1/2011","RENT"
"4703"," 36 months","Fully Paid","8/1/2011","RENT"
"4704"," 36 months","Fully Paid","8/1/2011","RENT"
"4705"," 36 months","Fully Paid","9/1/2011","RENT"
"4706"," 36 months","Fully Paid","8/1/2011","RENT"
"4707"," 36 months","Fully Paid","8/1/2011","RENT"
"4708"," 36 months","Fully Paid","9/1/2011","RENT"
"4709"," 36 months","Fully Paid","9/1/2011","RENT"
"4710"," 36 months","Fully Paid","8/1/2011","OWN"
"4711"," 60 months","Current","9/1/2011","RENT"
"4712"," 36 months","Fully Paid","8/1/2011","RENT"
"4713"," 36 months","Fully Paid","8/1/2011","OWN"
"4714"," 60 months","Fully Paid","8/1/2011","OWN"
"4715"," 60 months","Current","8/1/2011","RENT"
"4716"," 36 months","Fully Paid","8/1/2011","RENT"
"4717"," 60 months","Fully Paid","9/1/2011","RENT"
"4718"," 36 months","Fully Paid","8/1/2011","RENT"
"4719"," 36 months","Fully Paid","8/1/2011","RENT"
"4720"," 36 months","Fully Paid","8/1/2011","RENT"
"4721"," 36 months","Fully Paid","8/1/2011","RENT"
"4722"," 36 months","Fully Paid","9/1/2011","RENT"
"4723"," 60 months","Charged Off","9/1/2011","RENT"
