" Cloud Service Provider"," Cloud Service Offering"," Type"," Service Model"," Leveraged A T O"," Authorization Date"," Announcement Date"," Agency"," Subagency"," Independent Assessor"," Package Id"
"Druva, Inc.",Druva inSync,Agency,SaaS,Yes,,,National Aeronautics and Space Administration,,,F1507136931
"Druva, Inc.",Druva inSync,Agency,SaaS,Yes,,,Department of Transportation,Federal Aviation Administration,,F1507136931
Duo Security (A Cisco Company),Duo Federal,Agency,SaaS,No,08/11/2022,11/15/2019,Department of Energy,,"Coalfire Systems, Inc.",FR1823149273
Duo Security (A Cisco Company),Duo Federal,Agency,SaaS,Yes,,,Federal Housing Finance Agency,FHFA Office of the Inspector General,,FR1823149273
Duo Security (A Cisco Company),Duo Federal,Agency,SaaS,Yes,,,United States Trade and Development Agency,,,FR1823149273
Duo Security (A Cisco Company),Duo Federal,Agency,SaaS,Yes,,,Farm Credit Administration,,,FR1823149273
Duo Security (A Cisco Company),Duo Federal,Agency,SaaS,Yes,,,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms and Explosives",,FR1823149273
Duo Security (A Cisco Company),Duo Federal,Agency,SaaS,Yes,,,Department of Energy,Office of Science / Argonne Site Office,,FR1823149273
Duo Security (A Cisco Company),Duo Federal,Agency,SaaS,Yes,,,National Mediation Board,,,FR1823149273
Duo Security (A Cisco Company),Duo Federal,Agency,SaaS,Yes,,,United States Agency for International Development,,,FR1823149273
Dynatrace LLC,Dynatrace for Government,Agency,SaaS,No,06/16/2020,07/27/2020,Federal Communications Commission,,"Schellman Compliance, LLC",FR2016131254
Dynatrace LLC,Dynatrace for Government,Agency,SaaS,Yes,,,Social Security Administration,,,FR2016131254
Dynatrace LLC,Dynatrace for Government,Agency,SaaS,Yes,,,Department of Agriculture,,,FR2016131254
Dynatrace LLC,Dynatrace for Government,Agency,SaaS,Yes,,,Department of Transportation,Federal Aviation Administration,,FR2016131254
"e-Builder, Inc.",e-Builder Enterprise Government Edition,Agency,SaaS,No,,,Department of Energy,,Moss Adams,F1603307884
Economic Systems,Economic Systems Federal Human Resources Navigator,JAB,SaaS,No,04/13/2021,05/01/2014,JAB Authorization,,"Lunarline, Inc.",F1301251880
Economic Systems,Economic Systems Federal Human Resources Navigator,JAB,SaaS,Yes,,,Environmental Protection Agency,,,F1301251880
Economic Systems,Economic Systems Federal Human Resources Navigator,JAB,SaaS,Yes,,,Department of Defense,Defense Information Systems Agency,,F1301251880
Economic Systems,Economic Systems Federal Human Resources Navigator,JAB,SaaS,Yes,,,Department of Homeland Security,,,F1301251880
Economic Systems,Economic Systems Federal Human Resources Navigator,JAB,SaaS,Yes,,,Department of the Interior,,,F1301251880
Economic Systems,Economic Systems Federal Human Resources Navigator,JAB,SaaS,Yes,,,Department of the Treasury,Office of the Comptroller of the Currency,,F1301251880
Economic Systems,Economic Systems Federal Human Resources Navigator,JAB,SaaS,Yes,,,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms and Explosives",,F1301251880
Economic Systems,Economic Systems Federal Human Resources Navigator,JAB,SaaS,Yes,,,Federal Trade Commission,,,F1301251880
Economic Systems,Economic Systems Federal Human Resources Navigator,JAB,SaaS,Yes,,,Department of Transportation,Federal Aviation Administration,,F1301251880
Economic Systems,Economic Systems Federal Human Resources Navigator,JAB,SaaS,Yes,,,Surface Transportation Board,,,F1301251880
Economic Systems,Economic Systems Federal Human Resources Navigator,JAB,SaaS,Yes,,,Federal Deposit Insurance Corporation,,,F1301251880
Economic Systems,Economic Systems Federal Human Resources Navigator,JAB,SaaS,Yes,,,Department of Energy,,,F1301251880
Economic Systems,Economic Systems Federal Human Resources Navigator,JAB,SaaS,Yes,,,Pension Benefit Guaranty Corporation,,,F1301251880
Economic Systems,Economic Systems Federal Human Resources Navigator,JAB,SaaS,Yes,,,Deparment of Homeland Security,Federal Law Enforcement Training Centers,,F1301251880
Economic Systems,Economic Systems Federal Human Resources Navigator,JAB,SaaS,Yes,,,Defense Nuclear Facilities Safety Board,,,F1301251880
eGain Corporation,eGain Suite,Agency,SaaS,No,06/03/2021,12/15/2021,Department of the Treasury,,Moss Adams,FR2023601671
eGain Corporation,eGain Suite,Agency,SaaS,Yes,,,Department of Veterans Affairs,,,FR2023601671
Elastic,Elastic Cloud,Agency,SaaS,No,05/27/2020,07/22/2020,Department of Homeland Security,,Kratos,FR2004446306
Elastic,Elastic Cloud,Agency,SaaS,Yes,,,Tennessee Valley Authority,,,FR2004446306
End To End Computing,Singularity,Agency,SaaS,No,03/21/2022,02/03/2023,United States Access Board,,Linford & Company,FR2034966708
Enel X North America,Exchange Platform,Agency,SaaS,No,08/28/2020,09/10/2020,General Services Administration,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR2014363920
EnergyCAP LLC.,EnergyCAP,Agency,SaaS,No,11/16/2020,12/07/2020,Department of State,,"Securisea, Inc.",FR1930046270
Equifax,Equifax Government Data Exchange (EGDE),,PaaS,No,,,,,Kratos,FR2203952548
"Esper Regulatory Technologies, Inc.",Esper Regulatory Workflow and Policy Manager,Agency,SaaS,No,,,,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR2215658386
Esri,ArcGIS Online (AGO),Agency,SaaS,No,06/27/2018,06/28/2018,Department of the Interior,,Mars Technology,FR1811073663
Esri,ArcGIS Online (AGO),Agency,SaaS,Yes,,,Department of Energy,Federal Energy Regulatory Commission,,FR1811073663
Esri,ArcGIS Online (AGO),Agency,SaaS,Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,FR1811073663
Esri,ArcGIS Online (AGO),Agency,SaaS,Yes,,,Administrative Office of the United States Courts,,,FR1811073663
Esri,ArcGIS Online (AGO),Agency,SaaS,Yes,,,Council of the Inspectors General on Integrity and Efficiency,,,FR1811073663
Esri,ArcGIS Online (AGO),Agency,SaaS,Yes,,,Federal Communications Commission,,,FR1811073663
Esri,ArcGIS Online (AGO),Agency,SaaS,Yes,,,Department of Agriculture,,,FR1811073663
Esri,ArcGIS Online (AGO),Agency,SaaS,Yes,,,Department of Energy,Office of Science / Argonne Site Office,,FR1811073663
Esri,ArcGIS Online (AGO),Agency,SaaS,Yes,,,Department of Justice,DOJ Office of the Inspector General,,FR1811073663
Esri,ArcGIS Online (AGO),Agency,SaaS,Yes,,,Department of Commerce,National Telecommunications and Information Administration,,FR1811073663
Esri,ArcGIS Online (AGO),Agency,SaaS,Yes,,,Department of Commerce,National Oceanic and Atmospheric Administration,,FR1811073663
Esri,Esri Managed Cloud Services Advanced Plus,Agency,"PaaS, SaaS",No,09/22/2020,08/20/2015,Department of Housing and Urban Development,,"Coalfire Systems, Inc.",F1311252651
Esri,Esri Managed Cloud Services Advanced Plus,Agency,"PaaS, SaaS",Yes,,,Department of Agriculture,,,F1311252651
Esri,Esri Managed Cloud Services Advanced Plus,Agency,"PaaS, SaaS",Yes,,,Department of Commerce,United States Census Bureau,,F1311252651
Esri,Esri Managed Cloud Services Advanced Plus,Agency,"PaaS, SaaS",Yes,,,Department of the Interior,Office of Natural Resources Revenue,,F1311252651
Esri,Esri Managed Cloud Services Advanced Plus,Agency,"PaaS, SaaS",Yes,,,Department of Commerce,National Telecommunications and Information Administration,,F1311252651
eTRANSERVICES,"Universal Design Platform as a Service (UDPaaS), powered by ORockCloud",Agency,"PaaS, SaaS",No,07/25/2022,04/07/2020,Department of Veterans Affairs,,"Schellman Compliance, LLC",FR2002448150
Everbridge,Everbridge Suite,Agency,SaaS,No,06/07/2018,07/26/2018,Federal Housing Finance Agency,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",F1412165928
Everbridge,Everbridge Suite,Agency,SaaS,Yes,,,Department of the Treasury,Office of the Comptroller of the Currency,,F1412165928
Everbridge,Everbridge Suite,Agency,SaaS,Yes,,,Corporation for National & Community Service (CNCS),,,F1412165928
Everbridge,Everbridge Suite,Agency,SaaS,Yes,,,Department of the Interior,Bureau of Safety and Environmental Enforcement,,F1412165928
Everbridge,Everbridge Suite,Agency,SaaS,Yes,,,General Services Administration,,,F1412165928
Everbridge,Everbridge Suite,Agency,SaaS,Yes,,,Federal Deposit Insurance Corporation,,,F1412165928
Everbridge,Everbridge Suite,Agency,SaaS,Yes,,,Consumer Financial Protection Bureau,,,F1412165928
Everbridge,Everbridge Suite,Agency,SaaS,Yes,,,Nuclear Regulatory Commission,,,F1412165928
Everbridge,Everbridge Suite,Agency,SaaS,Yes,,,Court Services and Offender Supervision Agency,,,F1412165928
Everbridge,Everbridge Suite,Agency,SaaS,Yes,,,Department of Veterans Affairs,,,F1412165928
Everbridge,Everbridge Suite,Agency,SaaS,Yes,,,Department of Labor,,,F1412165928
Everbridge,Everbridge Suite,Agency,SaaS,Yes,,,Department of Agriculture,,,F1412165928
Everbridge,Everbridge Suite,Agency,SaaS,Yes,,,Social Security Administration,,,F1412165928
Everbridge,Everbridge Suite,Agency,SaaS,Yes,,,Peace Corps,,,F1412165928
Everbridge,Everbridge Suite,Agency,SaaS,Yes,,,Pension Benefit Guaranty Corporation,,,F1412165928
Everbridge,Everbridge Suite,Agency,SaaS,Yes,,,Department of Commerce,National Oceanic and Atmospheric Administration,,F1412165928
Everbridge,Everbridge Suite,Agency,SaaS,Yes,,,Department of Housing and Urban Development,,,F1412165928
"Everlaw, Inc.",Everlaw Platform,Agency,SaaS,No,01/15/2020,07/17/2020,Department of Justice,,Kratos,FR1916055736
"Everlaw, Inc.",Everlaw Platform,Agency,SaaS,Yes,,,Department of Transportation,Office of the Secretary of Transportation,,FR1916055736
"Everlaw, Inc.",Everlaw Platform,Agency,SaaS,Yes,,,Department of Justice,Executive Office for United States Attourneys,,FR1916055736
Evidence Prime,Laser AI,Agency,SaaS,No,06/03/2022,08/23/2022,Department of Health and Human Services,,Emagine IT,FR2207359708
Ex Libris,"Higher-Ed Platform (Alma, Primo, Leganto, Esploro)",Agency,SaaS,No,07/14/2022,09/10/2019,Department of Health and Human Services,,"Lunarline, Inc.",F1305132147
Ex Libris,"Higher-Ed Platform (Alma, Primo, Leganto, Esploro)",Agency,SaaS,Yes,,,Nuclear Regulatory Commission,,,F1305132147
Ex Libris,"Higher-Ed Platform (Alma, Primo, Leganto, Esploro)",Agency,SaaS,Yes,,,Department of Health and Human Services,Food and Drug Administration,,F1305132147
Ex Libris,"Higher-Ed Platform (Alma, Primo, Leganto, Esploro)",Agency,SaaS,Yes,,,Department of Energy,Office of Science / Argonne Site Office,,F1305132147
Ex Libris,"Higher-Ed Platform (Alma, Primo, Leganto, Esploro)",Agency,SaaS,Yes,,,Department of Commerce,United States Patent and Trademark Office,,F1305132147
"Exterro, Inc.",Exterro E-Discovery and Legal Software Platform,Agency,SaaS,No,08/14/2020,04/20/2021,General Services Administration,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR1827963145
FM:Systems,FMS:Employee,Agency,SaaS,No,11/04/2021,10/23/2018,Department of the Treasury,,Audit Liaison,FR1828574469
FM:Systems,FMS:Employee,Agency,SaaS,Yes,,,Department of Health and Human Services,,,FR1828574469
FM:Systems,FMS:Employee,Agency,SaaS,Yes,,,Tennessee Valley Authority,,,FR1828574469
Forcepoint,ONE – Security Service Edge (SSE) – CASB/DLP/SWG/ZTNA,Agency,SaaS,No,09/01/2020,11/23/2020,Department of Transportation,,"Coalfire Systems, Inc.",FR1932554201
"FormAssembly, Inc.",FormAssembly Gov Cloud,,SaaS,No,,,,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR2031156016
"GDC Integration, Inc.",General Support System (GSS),Agency,SaaS,No,07/07/2022,05/10/2021,Department of Agriculture,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR1834348080
"GDC Integration, Inc.",General Support System (GSS),Agency,SaaS,Yes,,,Small Business Administration,,,FR1834348080
"GDC Integration, Inc.",General Support System (GSS),Agency,SaaS,Yes,,,Environmental Protection Agency,,,FR1834348080
"GDC Integration, Inc.",General Support System (GSS),Agency,SaaS,Yes,,,Department of Transportation,Federal Aviation Administration,,FR1834348080
General Services Administration,Login.gov,Agency,SaaS,No,11/03/2022,07/15/2019,General Services Administration,,SecureIT,FR1829538820
General Services Administration,Login.gov,Agency,SaaS,Yes,,,Department of Labor,,,FR1829538820
General Services Administration,Login.gov,Agency,SaaS,Yes,,,United States Securities and Exchange Commission,,,FR1829538820
General Services Administration,Login.gov,Agency,SaaS,Yes,,,Federal Deposit Insurance Corporation,,,FR1829538820
General Services Administration,Login.gov,Agency,SaaS,Yes,,,Office of Personnel Management,,,FR1829538820
General Services Administration,Login.gov,Agency,SaaS,Yes,,,Environmental Protection Agency,,,FR1829538820
General Services Administration,Login.gov,Agency,SaaS,Yes,,,Department of Veterans Affairs,,,FR1829538820
General Services Administration,Login.gov,Agency,SaaS,Yes,,,Social Security Administration,,,FR1829538820
General Services Administration,Login.gov,Agency,SaaS,Yes,,,Department of Agriculture,,,FR1829538820
General Services Administration,Login.gov,Agency,SaaS,Yes,,,Pension Benefit Guaranty Corporation,,,FR1829538820
General Services Administration,Login.gov,Agency,SaaS,Yes,,,Department of Energy,Strategic Petroleum Reserve,,FR1829538820
General Services Administration,Login.gov,Agency,SaaS,Yes,,,Department of the Treasury,Internal Revenue Service,,FR1829538820
Genesys,Genesys Cloud CX,Agency,SaaS,No,,,Small Business Administration,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR2210035634
Geotab,Geotab Telematics Platform Government (GTP Gov),Agency,SaaS,No,04/24/2020,07/21/2020,General Services Administration,,"Coalfire Systems, Inc.",FR1918150046
Geotab,Geotab Telematics Platform Government (GTP Gov),Agency,SaaS,Yes,,,Department of Defense,United States Air Force,,FR1918150046
GetWellNetwork,GetWellNetwork  - Get Well Anywhere - Federal,Agency,SaaS,No,,,Department of Veterans Affairs,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR2210851632
GitHub,GitHub Enterprise Cloud,Agency,SaaS,No,10/04/2018,10/04/2018,General Services Administration,,Moss Adams,FR1812058188
GitHub,GitHub Enterprise Cloud,Agency,SaaS,Yes,,,National Science Foundation,,,FR1812058188
GitHub,GitHub Enterprise Cloud,Agency,SaaS,Yes,,,Department of Commerce,National Institute of Standards and Technology,,FR1812058188
GitHub,GitHub Enterprise Cloud,Agency,SaaS,Yes,,,Nuclear Regulatory Commission,,,FR1812058188
GitHub,GitHub Enterprise Cloud,Agency,SaaS,Yes,,,National Mediation Board,,,FR1812058188
GitHub,GitHub Enterprise Cloud,Agency,SaaS,Yes,,,National Aeronautics and Space Administration,,,FR1812058188
GitHub,GitHub Enterprise Cloud,Agency,SaaS,Yes,,,Council of the Inspectors General on Integrity and Efficiency,,,FR1812058188
GitHub,GitHub Enterprise Cloud,Agency,SaaS,Yes,,,Office of Personnel Management,,,FR1812058188
GitHub,GitHub Enterprise Cloud,Agency,SaaS,Yes,,,Other Executive Branch Agency,Office of Administration,,FR1812058188
GitHub,GitHub Enterprise Cloud,Agency,SaaS,Yes,,,Department of Veterans Affairs,,,FR1812058188
"Global Telehealth Services, inc.",GTS VirtualHealth Platform (GTS-VP),Agency,SaaS,No,,,Department of Veterans Affairs,,EmeSec Incorporated,FR2035860874
Google,Google Services (Google Cloud Platform Products and underlying Infrastructure),JAB,"IaaS, PaaS, SaaS",No,11/22/2019,12/04/2019,JAB Authorization,,"Coalfire Systems, Inc.",FR1805751477
Google,Google Services (Google Cloud Platform Products and underlying Infrastructure),JAB,"IaaS, PaaS, SaaS",Yes,,,General Services Administration,,,FR1805751477
Google,Google Services (Google Cloud Platform Products and underlying Infrastructure),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Homeland Security,,,FR1805751477
Google,Google Services (Google Cloud Platform Products and underlying Infrastructure),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Agriculture,,,FR1805751477
Google,Google Services (Google Cloud Platform Products and underlying Infrastructure),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Commerce,National Oceanic and Atmospheric Administration,,FR1805751477
Google,Google Services (Google Cloud Platform Products and underlying Infrastructure),JAB,"IaaS, PaaS, SaaS",Yes,,,Social Security Administration,,,FR1805751477
Google,Google Services (Google Cloud Platform Products and underlying Infrastructure),JAB,"IaaS, PaaS, SaaS",Yes,,,National Mediation Board,,,FR1805751477
Google,Google Services (Google Cloud Platform Products and underlying Infrastructure),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of State,,,FR1805751477
Google,Google Services (Google Cloud Platform Products and underlying Infrastructure),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Commerce,United States Patent and Trademark Office,,FR1805751477
Google,Google Services (Google Cloud Platform Products and underlying Infrastructure),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Defense,Defense Information Systems Agency,,FR1805751477
Google,Google Services (Google Cloud Platform Products and underlying Infrastructure),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Defense,Defense Information Systems Agency,,FR1805751477
Google,Google Services (Google Cloud Platform Products and underlying Infrastructure),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Education,,,FR1805751477
Google,Google Services (Google Cloud Platform Products and underlying Infrastructure),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Homeland Security,Federal Emergency Management Administratio,,FR1805751477
Google,Google Workspace,JAB,SaaS,No,10/27/2021,10/28/2021,JAB Authorization,,"Coalfire Systems, Inc.",F1206081364
Google,Google Workspace,JAB,SaaS,Yes,,,National Archives and Records Administration,,,F1206081364
Google,Google Workspace,JAB,SaaS,Yes,,,Department of the Interior,,,F1206081364
Google,Google Workspace,JAB,SaaS,Yes,,,General Services Administration,,,F1206081364
