Entity,Code,Year,Avocados | 00000572 || Production | 005510 || tonnes
Eastern Asia (FAO),,1997,48000
Eastern Asia (FAO),,1998,51000
Eastern Asia (FAO),,1999,70000
Eastern Asia (FAO),,2000,70000
Eastern Asia (FAO),,2001,74500
Eastern Asia (FAO),,2002,75000
Eastern Asia (FAO),,2003,81000
Eastern Asia (FAO),,2004,100000
Eastern Asia (FAO),,2005,125000
Eastern Asia (FAO),,2006,90000
Eastern Asia (FAO),,2007,92000
Eastern Asia (FAO),,2008,95000
Eastern Asia (FAO),,2009,100000
Eastern Asia (FAO),,2010,103000
Eastern Asia (FAO),,2011,105000
Eastern Asia (FAO),,2012,108000
Eastern Asia (FAO),,2013,112000
Eastern Asia (FAO),,2014,116000
Eastern Asia (FAO),,2015,119911.17
Eastern Asia (FAO),,2016,115970.39
Eastern Asia (FAO),,2017,113740.18
Eastern Asia (FAO),,2018,112587.22
Eastern Asia (FAO),,2019,106830
Eastern Asia (FAO),,2020,115620
Eastern Asia (FAO),,2021,124780
Eastern Europe (FAO),,2018,0
Eastern Europe (FAO),,2019,0
Eastern Europe (FAO),,2020,0
Eastern Europe (FAO),,2021,0
Ecuador,ECU,1961,16000
Ecuador,ECU,1962,25920
Ecuador,ECU,1963,29174
Ecuador,ECU,1964,28782
Ecuador,ECU,1965,23984
Ecuador,ECU,1966,22998
Ecuador,ECU,1967,27395
Ecuador,ECU,1968,30788
Ecuador,ECU,1969,23768
Ecuador,ECU,1970,23358
Ecuador,ECU,1971,21670
Ecuador,ECU,1972,27200
Ecuador,ECU,1973,24317
Ecuador,ECU,1974,29332
Ecuador,ECU,1975,31936
Ecuador,ECU,1976,43495
Ecuador,ECU,1977,40466
Ecuador,ECU,1978,31346
Ecuador,ECU,1979,28994
Ecuador,ECU,1980,29055
Ecuador,ECU,1981,30617
Ecuador,ECU,1982,31076
Ecuador,ECU,1983,29561
Ecuador,ECU,1984,32577
Ecuador,ECU,1985,28382
Ecuador,ECU,1986,20290
Ecuador,ECU,1987,20026
Ecuador,ECU,1988,16376
Ecuador,ECU,1989,13432
Ecuador,ECU,1990,18655
Ecuador,ECU,1991,18083
Ecuador,ECU,1992,16083
Ecuador,ECU,1993,17668
Ecuador,ECU,1994,24063
Ecuador,ECU,1995,12568
Ecuador,ECU,1996,31694
Ecuador,ECU,1997,43998
Ecuador,ECU,1998,23577
Ecuador,ECU,1999,21203
Ecuador,ECU,2000,16104
Ecuador,ECU,2001,16296
Ecuador,ECU,2002,15303
Ecuador,ECU,2003,11850
Ecuador,ECU,2004,21928
Ecuador,ECU,2005,27580
Ecuador,ECU,2006,28000
Ecuador,ECU,2007,28500
Ecuador,ECU,2008,27687
Ecuador,ECU,2009,28000
Ecuador,ECU,2010,29000
Ecuador,ECU,2011,27000
Ecuador,ECU,2012,28600
Ecuador,ECU,2013,27000
Ecuador,ECU,2014,23587.22
Ecuador,ECU,2015,22597.44
Ecuador,ECU,2016,16118.41
Ecuador,ECU,2017,20995
Ecuador,ECU,2018,18232
Ecuador,ECU,2019,26407.86
Ecuador,ECU,2020,20352.48
Ecuador,ECU,2021,42492.34
El Salvador,SLV,1961,16400
El Salvador,SLV,1962,17600
El Salvador,SLV,1963,17900
El Salvador,SLV,1964,18800
El Salvador,SLV,1965,19800
El Salvador,SLV,1966,20800
El Salvador,SLV,1967,21900
El Salvador,SLV,1968,23600
El Salvador,SLV,1969,24000
El Salvador,SLV,1970,24100
El Salvador,SLV,1971,24500
El Salvador,SLV,1972,25000
El Salvador,SLV,1973,26000
El Salvador,SLV,1974,27000
El Salvador,SLV,1975,28000
El Salvador,SLV,1976,29000
El Salvador,SLV,1977,30000
El Salvador,SLV,1978,31000
El Salvador,SLV,1979,31000
El Salvador,SLV,1980,31000
El Salvador,SLV,1981,32000
El Salvador,SLV,1982,33000
El Salvador,SLV,1983,33500
El Salvador,SLV,1984,34000
El Salvador,SLV,1985,34000
El Salvador,SLV,1986,35000
El Salvador,SLV,1987,35000
El Salvador,SLV,1988,36000
El Salvador,SLV,1989,37000
El Salvador,SLV,1990,38000
El Salvador,SLV,1991,39000
El Salvador,SLV,1992,40000
El Salvador,SLV,1993,40000
El Salvador,SLV,1994,41000
El Salvador,SLV,1995,41000
El Salvador,SLV,1996,41500
El Salvador,SLV,1997,42000
El Salvador,SLV,1998,42500
El Salvador,SLV,1999,42500
El Salvador,SLV,2000,40000
El Salvador,SLV,2001,23000
El Salvador,SLV,2002,7000
El Salvador,SLV,2003,6822
El Salvador,SLV,2004,8442
El Salvador,SLV,2005,8976
El Salvador,SLV,2006,1920
El Salvador,SLV,2007,1958
El Salvador,SLV,2008,2135
El Salvador,SLV,2009,2182
El Salvador,SLV,2010,1879.68
El Salvador,SLV,2011,2887
El Salvador,SLV,2012,5250.42
El Salvador,SLV,2013,8256
El Salvador,SLV,2014,10245
El Salvador,SLV,2015,9190
El Salvador,SLV,2016,10537
El Salvador,SLV,2017,36087.59
El Salvador,SLV,2018,41011
El Salvador,SLV,2019,40613
El Salvador,SLV,2020,28558.75
El Salvador,SLV,2021,19944.7
Estonia,EST,2018,0
Estonia,EST,2019,0
Estonia,EST,2020,0
Estonia,EST,2021,0
Eswatini,SWZ,1991,0
Eswatini,SWZ,1992,0
Eswatini,SWZ,1993,0
Eswatini,SWZ,1994,0
Eswatini,SWZ,1995,0
Eswatini,SWZ,1996,0
Eswatini,SWZ,1997,280
Eswatini,SWZ,1998,250
Eswatini,SWZ,1999,140
Eswatini,SWZ,2000,310
Eswatini,SWZ,2001,140
Eswatini,SWZ,2002,210
Eswatini,SWZ,2003,350
Eswatini,SWZ,2004,324.51
Eswatini,SWZ,2005,280
Eswatini,SWZ,2006,500
Eswatini,SWZ,2007,650
Eswatini,SWZ,2008,750
Eswatini,SWZ,2009,730.7
Eswatini,SWZ,2010,800
Eswatini,SWZ,2011,789.34
Eswatini,SWZ,2012,750
Eswatini,SWZ,2013,811.38
Eswatini,SWZ,2014,833.73
Eswatini,SWZ,2015,934.1
Eswatini,SWZ,2016,859.74
Eswatini,SWZ,2017,868.93
Eswatini,SWZ,2018,887.59
Eswatini,SWZ,2019,872.08
Eswatini,SWZ,2020,876.2
Eswatini,SWZ,2021,878.62
Ethiopia,ETH,1993,0
Ethiopia,ETH,1994,0
Ethiopia,ETH,1995,0
Ethiopia,ETH,1996,0
Ethiopia,ETH,1997,0
Ethiopia,ETH,1998,0
Ethiopia,ETH,1999,0
Ethiopia,ETH,2000,78032
Ethiopia,ETH,2001,13888
Ethiopia,ETH,2002,15000
Ethiopia,ETH,2003,17201
Ethiopia,ETH,2004,16740
Ethiopia,ETH,2005,28348
Ethiopia,ETH,2006,34845
Ethiopia,ETH,2007,42849
Ethiopia,ETH,2008,32452
Ethiopia,ETH,2009,37651
Ethiopia,ETH,2010,57299
Ethiopia,ETH,2011,73097
Ethiopia,ETH,2012,25633
Ethiopia,ETH,2013,18206
Ethiopia,ETH,2014,53698
Ethiopia,ETH,2015,59331.43
Ethiopia,ETH,2016,64982
Ethiopia,ETH,2017,81431.76
Ethiopia,ETH,2018,84793.65
Ethiopia,ETH,2019,104491.92
Ethiopia,ETH,2020,245335.62
Ethiopia,ETH,2021,152505.48
Europe,,1961,380
Europe,,1962,418
Europe,,1963,422
Europe,,1964,392
Europe,,1965,450
Europe,,1966,519
Europe,,1967,649
Europe,,1968,605
Europe,,1969,729
Europe,,1970,655
Europe,,1971,942
Europe,,1972,1581
Europe,,1973,1850
Europe,,1974,2250
Europe,,1975,2780
Europe,,1976,3275
Europe,,1977,4150
Europe,,1978,5068
Europe,,1979,6055
Europe,,1980,7654
Europe,,1981,10561
Europe,,1982,15591
Europe,,1983,20720
Europe,,1984,25299
Europe,,1985,29002
Europe,,1986,31347
Europe,,1987,33522
Europe,,1988,44783
Europe,,1989,48099
Europe,,1990,67592
Europe,,1991,74956.2
Europe,,1992,75300
Europe,,1993,70864
Europe,,1994,49935
Europe,,1995,30683
Europe,,1996,55060
Europe,,1997,55141
Europe,,1998,76438
Europe,,1999,68649
Europe,,2000,68296.4
Europe,,2001,79092.82
Europe,,2002,78271.34
Europe,,2003,80174.76
Europe,,2004,80201
Europe,,2005,79771.66
Europe,,2006,84503.5
Europe,,2007,86725.1
Europe,,2008,78413.91
Europe,,2009,77645.85
Europe,,2010,102759.26
Europe,,2011,88202.06
Europe,,2012,80763.53
Europe,,2013,73874.58
Europe,,2014,81699.3
Europe,,2015,90972.03
Europe,,2016,97010.08
Europe,,2017,99013.99
Europe,,2018,100564.89
Europe,,2019,124506.83
Europe,,2020,129216.25
Europe,,2021,153045.69
Europe (FAO),,1961,340
Europe (FAO),,1962,373
Europe (FAO),,1963,377
Europe (FAO),,1964,347
Europe (FAO),,1965,400
Europe (FAO),,1966,469
Europe (FAO),,1967,599
Europe (FAO),,1968,555
Europe (FAO),,1969,674
Europe (FAO),,1970,600
Europe (FAO),,1971,887
Europe (FAO),,1972,1526
Europe (FAO),,1973,1800
Europe (FAO),,1974,2200
Europe (FAO),,1975,2730
Europe (FAO),,1976,3220
Europe (FAO),,1977,4095
Europe (FAO),,1978,5013
Europe (FAO),,1979,6000
Europe (FAO),,1980,7596
Europe (FAO),,1981,10500
Europe (FAO),,1982,15500
Europe (FAO),,1983,20500
Europe (FAO),,1984,25049
Europe (FAO),,1985,28702
Europe (FAO),,1986,30847
Europe (FAO),,1987,33022
Europe (FAO),,1988,44233
Europe (FAO),,1989,47349
Europe (FAO),,1990,67342
Europe (FAO),,1991,74126.2
Europe (FAO),,1992,74350
Europe (FAO),,1993,70064
Europe (FAO),,1994,49185
Europe (FAO),,1995,29483
Europe (FAO),,1996,53660
Europe (FAO),,1997,54041
Europe (FAO),,1998,75338
Europe (FAO),,1999,67649
Europe (FAO),,2000,67266.4
Europe (FAO),,2001,78062.82
Europe (FAO),,2002,77241.34
Europe (FAO),,2003,79144.76
Europe (FAO),,2004,79108
Europe (FAO),,2005,78611.66
Europe (FAO),,2006,83453.5
Europe (FAO),,2007,85611.1
Europe (FAO),,2008,77453.91
Europe (FAO),,2009,76735.86
Europe (FAO),,2010,101792.26
Europe (FAO),,2011,87143.06
Europe (FAO),,2012,79894.53
Europe (FAO),,2013,72894.58
Europe (FAO),,2014,80832.3
Europe (FAO),,2015,90143.02
Europe (FAO),,2016,96200.07
Europe (FAO),,2017,98296.99
Europe (FAO),,2018,99614.89
Europe (FAO),,2019,123596.83
Europe (FAO),,2020,128276.25
Europe (FAO),,2021,151835.69
European Union (27),,1961,380
European Union (27),,1962,418
European Union (27),,1963,422
European Union (27),,1964,392
European Union (27),,1965,450
European Union (27),,1966,519
European Union (27),,1967,649
European Union (27),,1968,605
European Union (27),,1969,729
European Union (27),,1970,655
European Union (27),,1971,942
European Union (27),,1972,1581
European Union (27),,1973,1850
European Union (27),,1974,2250
European Union (27),,1975,2780
European Union (27),,1976,3275
European Union (27),,1977,4150
European Union (27),,1978,5068
European Union (27),,1979,6055
European Union (27),,1980,7654
European Union (27),,1981,10561
European Union (27),,1982,15591
European Union (27),,1983,20720
European Union (27),,1984,25299
European Union (27),,1985,29002
European Union (27),,1986,31347
European Union (27),,1987,33522
European Union (27),,1988,44783
European Union (27),,1989,48099
European Union (27),,1990,67592
European Union (27),,1991,74956.2
European Union (27),,1992,75300
European Union (27),,1993,70864
European Union (27),,1994,49935
European Union (27),,1995,30683
European Union (27),,1996,55060
European Union (27),,1997,55141
European Union (27),,1998,76438
European Union (27),,1999,68649
European Union (27),,2000,68296.4
European Union (27),,2001,79092.82
European Union (27),,2002,78271.34
European Union (27),,2003,80174.76
European Union (27),,2004,80201
European Union (27),,2005,78671.66
European Union (27),,2006,83403.5
European Union (27),,2007,85725.1
European Union (27),,2008,77382.5
European Union (27),,2009,76614.73
European Union (27),,2010,101759.26
European Union (27),,2011,87168.2
European Union (27),,2012,79663.53
European Union (27),,2013,72774.58
European Union (27),,2014,80699.3
European Union (27),,2015,89948.47
European Union (27),,2016,95976.23
European Union (27),,2017,97976.8
European Union (27),,2018,99530
European Union (27),,2019,123470
European Union (27),,2020,128180
European Union (27),,2021,152010
European Union (27) (FAO),,1961,380
European Union (27) (FAO),,1962,418
European Union (27) (FAO),,1963,422
European Union (27) (FAO),,1964,392
European Union (27) (FAO),,1965,450
European Union (27) (FAO),,1966,519
European Union (27) (FAO),,1967,649
European Union (27) (FAO),,1968,605
European Union (27) (FAO),,1969,729
European Union (27) (FAO),,1970,655
European Union (27) (FAO),,1971,942
European Union (27) (FAO),,1972,1581
European Union (27) (FAO),,1973,1850
European Union (27) (FAO),,1974,2250
European Union (27) (FAO),,1975,2780
European Union (27) (FAO),,1976,3275
European Union (27) (FAO),,1977,4150
European Union (27) (FAO),,1978,5068
European Union (27) (FAO),,1979,6055
European Union (27) (FAO),,1980,7654
European Union (27) (FAO),,1981,10561
European Union (27) (FAO),,1982,15591
European Union (27) (FAO),,1983,20720
European Union (27) (FAO),,1984,25299
European Union (27) (FAO),,1985,29002
European Union (27) (FAO),,1986,31347
European Union (27) (FAO),,1987,33522
European Union (27) (FAO),,1988,44783
European Union (27) (FAO),,1989,48099
European Union (27) (FAO),,1990,67592
European Union (27) (FAO),,1991,74956.2
European Union (27) (FAO),,1992,75300
European Union (27) (FAO),,1993,70864
European Union (27) (FAO),,1994,49935
European Union (27) (FAO),,1995,30683
European Union (27) (FAO),,1996,55060
European Union (27) (FAO),,1997,55141
European Union (27) (FAO),,1998,76438
European Union (27) (FAO),,1999,68649
European Union (27) (FAO),,2000,68296.4
European Union (27) (FAO),,2001,79092.82
European Union (27) (FAO),,2002,78271.34
European Union (27) (FAO),,2003,80174.76
European Union (27) (FAO),,2004,80201
European Union (27) (FAO),,2005,78671.66
European Union (27) (FAO),,2006,83403.5
European Union (27) (FAO),,2007,85725.1
European Union (27) (FAO),,2008,77382.5
European Union (27) (FAO),,2009,76614.73
European Union (27) (FAO),,2010,101759.26
European Union (27) (FAO),,2011,87168.2
European Union (27) (FAO),,2012,79663.53
European Union (27) (FAO),,2013,72774.58
European Union (27) (FAO),,2014,80699.3
European Union (27) (FAO),,2015,89948.47
European Union (27) (FAO),,2016,95976.23
European Union (27) (FAO),,2017,97976.8
European Union (27) (FAO),,2018,99530
European Union (27) (FAO),,2019,123470
European Union (27) (FAO),,2020,128180
European Union (27) (FAO),,2021,152010
Finland,FIN,2018,0
Finland,FIN,2019,0
Finland,FIN,2020,0
Finland,FIN,2021,0
France,FRA,1974,200
France,FRA,1975,230
France,FRA,1976,220
France,FRA,1977,95
France,FRA,1978,65
France,FRA,1988,300
France,FRA,1989,400
France,FRA,1990,350
France,FRA,1991,74.2
France,FRA,1992,75
France,FRA,1993,75
France,FRA,1994,75
France,FRA,1995,75
France,FRA,1996,64
France,FRA,1997,70
France,FRA,1998,70
France,FRA,1999,77
France,FRA,2000,1498.4
France,FRA,2001,1610.6
France,FRA,2002,1459
France,FRA,2003,939.5
France,FRA,2004,1176
France,FRA,2005,980
France,FRA,2006,995.5
France,FRA,2007,957.1
France,FRA,2008,1410.76
France,FRA,2009,2347
France,FRA,2010,1983
France,FRA,2011,1256
France,FRA,2012,980
France,FRA,2013,980
France,FRA,2014,957
France,FRA,2015,941
France,FRA,2016,1925.8
France,FRA,2017,2567.8
France,FRA,2018,2460
France,FRA,2019,2080
France,FRA,2020,2040
France,FRA,2021,1100
French Guiana,GUF,1961,50
French Guiana,GUF,1962,50
French Guiana,GUF,1963,50
French Guiana,GUF,1964,50
French Guiana,GUF,1965,50
French Guiana,GUF,1966,50
French Guiana,GUF,1967,50
French Guiana,GUF,1968,60
French Guiana,GUF,1969,60
French Guiana,GUF,1970,60
French Guiana,GUF,1971,60
French Guiana,GUF,1972,80
French Guiana,GUF,1973,90
French Guiana,GUF,1974,150
French Guiana,GUF,1975,150
French Guiana,GUF,1976,75
French Guiana,GUF,1977,70
French Guiana,GUF,1978,60
French Guiana,GUF,1979,60
French Guiana,GUF,1980,60
French Guiana,GUF,1981,40
French Guiana,GUF,1982,32
French Guiana,GUF,1983,32
French Guiana,GUF,1984,33
French Guiana,GUF,1985,30
French Guiana,GUF,1986,35
French Guiana,GUF,1987,35
French Guiana,GUF,1988,56
French Guiana,GUF,1989,50
French Guiana,GUF,1990,52
French Guiana,GUF,1991,29
French Guiana,GUF,1992,69
French Guiana,GUF,1993,132
French Guiana,GUF,1994,147
French Guiana,GUF,1995,247
French Guiana,GUF,1996,247
French Guiana,GUF,1997,208
French Guiana,GUF,1998,247
French Guiana,GUF,1999,247
French Guiana,GUF,2000,208
French Guiana,GUF,2001,185
French Guiana,GUF,2002,250
French Guiana,GUF,2003,483
French Guiana,GUF,2004,803
French Guiana,GUF,2005,1087
French Guiana,GUF,2006,1347
French Polynesia,PYF,1987,28
French Polynesia,PYF,1988,37
French Polynesia,PYF,1989,57
French Polynesia,PYF,1990,57
French Polynesia,PYF,1991,61
French Polynesia,PYF,1992,40
French Polynesia,PYF,1993,50
French Polynesia,PYF,1994,62
French Polynesia,PYF,1995,70
French Polynesia,PYF,1996,75.19
French Polynesia,PYF,1997,78
French Polynesia,PYF,1998,67
French Polynesia,PYF,1999,70
French Polynesia,PYF,2000,77.26
French Polynesia,PYF,2001,81.62
French Polynesia,PYF,2002,86.2
French Polynesia,PYF,2003,86.82
French Polynesia,PYF,2004,88.19
French Polynesia,PYF,2005,87.73
French Polynesia,PYF,2006,90.91
French Polynesia,PYF,2007,131.89
French Polynesia,PYF,2008,147.32
French Polynesia,PYF,2009,149.56
French Polynesia,PYF,2010,96.61
French Polynesia,PYF,2011,100
French Polynesia,PYF,2012,105
French Polynesia,PYF,2013,110
French Polynesia,PYF,2014,110
French Polynesia,PYF,2015,112.38
French Polynesia,PYF,2016,110.79
French Polynesia,PYF,2017,112.73
French Polynesia,PYF,2018,111.97
French Polynesia,PYF,2019,115.07
French Polynesia,PYF,2020,115.37
French Polynesia,PYF,2021,115.66
Germany,DEU,2018,0
Germany,DEU,2019,0
Germany,DEU,2020,0
Germany,DEU,2021,0
Ghana,GHA,1961,4000
Ghana,GHA,1962,4000
Ghana,GHA,1963,4000
Ghana,GHA,1964,4000
Ghana,GHA,1965,3861
Ghana,GHA,1966,4064
Ghana,GHA,1967,3759
Ghana,GHA,1968,4000
Ghana,GHA,1969,4000
Ghana,GHA,1970,4000
Ghana,GHA,1971,4000
Ghana,GHA,1972,4000
Ghana,GHA,1973,4000
Ghana,GHA,1974,4000
Ghana,GHA,1975,4000
Ghana,GHA,1976,4000
Ghana,GHA,1977,4000
Ghana,GHA,1978,4000
Ghana,GHA,1979,4000
Ghana,GHA,1980,4000
Ghana,GHA,1981,4000
Ghana,GHA,1982,4500
Ghana,GHA,1983,4000
Ghana,GHA,1984,4300
Ghana,GHA,1985,4500
Ghana,GHA,1986,5000
Ghana,GHA,1987,5500
Ghana,GHA,1988,5700
Ghana,GHA,1989,5800
Ghana,GHA,1990,5900
Ghana,GHA,1991,6000
Ghana,GHA,1992,6100
Ghana,GHA,1993,6200
Ghana,GHA,1994,6267.96
Ghana,GHA,1995,6300
Ghana,GHA,1996,6441.94
Ghana,GHA,1997,6534.9
Ghana,GHA,1998,6627.18
Ghana,GHA,1999,6717.94
Ghana,GHA,2000,6832.32
Ghana,GHA,2001,6935.69
Ghana,GHA,2002,6918.96
Ghana,GHA,2003,7083.86
Ghana,GHA,2004,7224.23
Ghana,GHA,2005,7371.27
Ghana,GHA,2006,7350
Ghana,GHA,2007,7900
Ghana,GHA,2008,8000
Ghana,GHA,2009,8117.53
Ghana,GHA,2010,8271.71
Ghana,GHA,2011,8500
Ghana,GHA,2012,8750
Ghana,GHA,2013,8703.52
Ghana,GHA,2014,8700
Ghana,GHA,2015,8801.59
Ghana,GHA,2016,8949.59
Ghana,GHA,2017,9090.98
Ghana,GHA,2018,9214.92
Ghana,GHA,2019,9085.16
Ghana,GHA,2020,9130.35
Ghana,GHA,2021,9143.48
Greece,GRC,1981,500
Greece,GRC,1982,500
Greece,GRC,1983,500
Greece,GRC,1984,500
Greece,GRC,1985,746
Greece,GRC,1986,565
Greece,GRC,1987,488
Greece,GRC,1988,941
Greece,GRC,1989,727
Greece,GRC,1990,812
Greece,GRC,1991,1608
Greece,GRC,1992,1678
Greece,GRC,1993,1944
Greece,GRC,1994,2010
Greece,GRC,1995,1453
Greece,GRC,1996,1511
Greece,GRC,1997,1562
Greece,GRC,1998,1544
Greece,GRC,1999,1473
Greece,GRC,2000,1925
Greece,GRC,2001,1471.22
Greece,GRC,2002,1578.34
Greece,GRC,2003,1596.26
Greece,GRC,2004,1635
Greece,GRC,2005,1537.66
Greece,GRC,2006,1534
Greece,GRC,2007,1538
Greece,GRC,2008,1426.74
Greece,GRC,2009,1426.73
Greece,GRC,2010,1431.26
Greece,GRC,2011,1427.2
Greece,GRC,2012,1477.53
Greece,GRC,2013,1414.58
Greece,GRC,2014,1474.3
Greece,GRC,2015,1542.47
Greece,GRC,2016,1731.43
Greece,GRC,2017,1756
Greece,GRC,2018,6530
Greece,GRC,2019,9380
Greece,GRC,2020,9570
Greece,GRC,2021,12760
Grenada,GRD,1961,2000
Grenada,GRD,1962,2000
Grenada,GRD,1963,2050
Grenada,GRD,1964,2050
Grenada,GRD,1965,2100
Grenada,GRD,1966,2110
Grenada,GRD,1967,2120
Grenada,GRD,1968,2120
Grenada,GRD,1969,2125
Grenada,GRD,1970,2125
Grenada,GRD,1971,2130
Grenada,GRD,1972,2050
Grenada,GRD,1973,2041
